#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BA05A8
#Date Time: 2026-02-21 14:37:46.156.484.300
#Sample rate: 2e+07Hz
#Samples: 1024

Time (s),LE,MOSI,SCK,SPI
1.65e-06,0,0,0,X
1.7e-06,0,0,0,X
1.75e-06,0,0,0,X
1.8e-06,0,0,0,X
1.85e-06,0,0,0,X
1.9e-06,0,0,0,X
1.95e-06,0,0,0,X
2e-06,0,0,1,h03
2.05e-06,0,0,1,h03
2.1e-06,0,0,1,h03
2.15e-06,0,0,1,h03
2.2e-06,0,0,1,h03
2.25e-06,0,0,1,h03
2.3e-06,0,0,1,h03
2.35e-06,0,0,1,h03
2.4e-06,0,0,1,h03
2.45e-06,0,0,1,h03
2.5e-06,0,0,0,h03
2.55e-06,0,0,0,h03
2.6e-06,0,0,0,h03
2.65e-06,0,0,0,h03
2.7e-06,0,0,0,h03
2.75e-06,0,0,0,h03
2.8e-06,0,0,0,h03
2.85e-06,0,0,0,h03
2.9e-06,0,0,0,h03
2.95e-06,0,0,0,h03
3e-06,0,0,1,h03
3.05e-06,0,0,1,h03
3.1e-06,0,0,1,h03
3.15e-06,0,0,1,h03
3.2e-06,0,0,1,h03
3.25e-06,0,0,1,h03
3.3e-06,0,0,1,h03
3.35e-06,0,0,1,h03
3.4e-06,0,0,1,h03
3.45e-06,0,0,1,h03
3.5e-06,0,0,0,h03
3.55e-06,0,0,0,h03
3.6e-06,0,0,0,h03
3.65e-06,0,0,0,h03
3.7e-06,0,0,0,h03
3.75e-06,0,0,0,h03
3.8e-06,0,0,0,h03
3.85e-06,0,0,0,h03
3.9e-06,0,0,0,h03
3.95e-06,0,0,0,h03
4e-06,0,0,1,h03
4.05e-06,0,0,1,h03
4.1e-06,0,0,1,h03
4.15e-06,0,0,1,h03
4.2e-06,0,0,1,h03
4.25e-06,0,0,1,h03
4.3e-06,0,0,1,h03
4.35e-06,0,0,1,h03
4.4e-06,0,0,1,h03
4.45e-06,0,0,1,h03
4.5e-06,0,0,0,h03
4.55e-06,0,0,0,h03
4.6e-06,0,0,0,h03
4.65e-06,0,0,0,h03
4.7e-06,0,0,0,h03
4.75e-06,0,0,0,h03
4.8e-06,0,0,0,h03
4.85e-06,0,0,0,h03
4.9e-06,0,0,0,h03
4.95e-06,0,0,0,h03
5e-06,0,0,1,h03
5.05e-06,0,0,1,h03
5.1e-06,0,0,1,h03
5.15e-06,0,0,1,h03
5.2e-06,0,0,1,h03
5.25e-06,0,0,1,h03
5.3e-06,0,0,1,h03
5.35e-06,0,0,1,h03
5.4e-06,0,0,1,h03
5.45e-06,0,0,1,h03
5.5e-06,0,0,0,h03
5.55e-06,0,0,0,h03
5.6e-06,0,0,0,h03
5.65e-06,0,0,0,h03
5.7e-06,0,0,0,h03
5.75e-06,0,0,0,h03
5.8e-06,0,0,0,h03
5.85e-06,0,0,0,h03
5.9e-06,0,0,0,h03
5.95e-06,0,0,0,h03
6e-06,0,0,1,h03
6.05e-06,0,0,1,h03
6.1e-06,0,0,1,h03
6.15e-06,0,0,1,h03
6.2e-06,0,0,1,h03
6.25e-06,0,0,1,h03
6.3e-06,0,0,1,h03
6.35e-06,0,0,1,h03
6.4e-06,0,0,1,h03
6.45e-06,0,0,1,h03
6.5e-06,0,0,0,h03
6.55e-06,0,0,0,h03
6.6e-06,0,0,0,h03
6.65e-06,0,0,0,h03
6.7e-06,0,0,0,h03
6.75e-06,0,0,0,h03
6.8e-06,0,0,0,h03
6.85e-06,0,0,0,h03
6.9e-06,0,0,0,h03
6.95e-06,0,0,0,h03
7e-06,0,0,1,h03
7.05e-06,0,0,1,h03
7.1e-06,0,0,1,h03
7.15e-06,0,0,1,h03
7.2e-06,0,0,1,h03
7.25e-06,0,0,1,h03
7.3e-06,0,0,1,h03
7.35e-06,0,0,1,h03
7.4e-06,0,0,1,h03
7.45e-06,0,0,1,h03
7.5e-06,0,1,0,h03
7.55e-06,0,1,0,h03
7.6e-06,0,1,0,h03
7.65e-06,0,1,0,h03
7.7e-06,0,1,0,h03
7.75e-06,0,1,0,h03
7.8e-06,0,1,0,h03
7.85e-06,0,1,0,h03
7.9e-06,0,1,0,h03
7.95e-06,0,1,0,h03
8e-06,0,1,1,h03
8.05e-06,0,1,1,h03
8.1e-06,0,1,1,h03
8.15e-06,0,1,1,h03
8.2e-06,0,1,1,h03
8.25e-06,0,1,1,h03
8.3e-06,0,1,1,h03
8.35e-06,0,1,1,h03
8.4e-06,0,1,1,h03
8.45e-06,0,1,1,h03
8.5e-06,0,1,0,h03
8.55e-06,0,1,0,h03
8.6e-06,0,1,0,h03
8.65e-06,0,1,0,h03
8.7e-06,0,1,0,h03
8.75e-06,0,1,0,h03
8.8e-06,0,1,0,h03
8.85e-06,0,1,0,h03
8.9e-06,0,1,0,h03
8.95e-06,0,1,0,h03
9e-06,0,1,1,h03
9.05e-06,0,1,1,h03
9.1e-06,0,1,1,h03
9.15e-06,0,1,1,h03
9.2e-06,0,1,1,h03
9.25e-06,0,1,1,h03
9.3e-06,0,1,1,h03
9.35e-06,0,1,1,h03
9.4e-06,0,1,1,h03
9.45e-06,0,1,1,h03
9.5e-06,0,1,1,h03
9.55e-06,0,0,0,h55
9.6e-06,0,0,0,h55
9.65e-06,0,0,0,h55
9.7e-06,0,0,0,h55
9.75e-06,0,0,0,h55
9.8e-06,0,0,0,h55
9.85e-06,0,0,0,h55
9.9e-06,0,0,0,h55
9.95e-06,0,0,0,h55
1e-05,0,0,0,h55
1.005e-05,0,0,0,h55
1.01e-05,0,0,0,h55
1.015e-05,0,0,0,h55
1.02e-05,0,0,0,h55
1.025e-05,0,0,0,h55
1.03e-05,0,0,0,h55
1.035e-05,0,0,0,h55
1.04e-05,0,0,0,h55
1.045e-05,0,0,0,h55
1.05e-05,0,0,0,h55
1.055e-05,0,0,1,h55
1.06e-05,0,0,1,h55
1.065e-05,0,0,1,h55
1.07e-05,0,0,1,h55
1.075e-05,0,0,1,h55
1.08e-05,0,0,1,h55
1.085e-05,0,0,1,h55
1.09e-05,0,0,1,h55
1.095e-05,0,0,1,h55
1.1e-05,0,0,1,h55
1.105e-05,0,1,0,h55
1.11e-05,0,1,0,h55
1.115e-05,0,1,0,h55
1.12e-05,0,1,0,h55
1.125e-05,0,1,0,h55
1.13e-05,0,1,0,h55
1.135e-05,0,1,0,h55
1.14e-05,0,1,0,h55
1.145e-05,0,1,0,h55
1.15e-05,0,1,0,h55
1.155e-05,0,1,1,h55
1.16e-05,0,1,1,h55
1.165e-05,0,1,1,h55
1.17e-05,0,1,1,h55
1.175e-05,0,1,1,h55
1.18e-05,0,1,1,h55
1.185e-05,0,1,1,h55
1.19e-05,0,1,1,h55
1.195e-05,0,1,1,h55
1.2e-05,0,1,1,h55
1.205e-05,0,0,0,h55
1.21e-05,0,0,0,h55
1.215e-05,0,0,0,h55
1.22e-05,0,0,0,h55
1.225e-05,0,0,0,h55
1.23e-05,0,0,0,h55
1.235e-05,0,0,0,h55
1.24e-05,0,0,0,h55
1.245e-05,0,0,0,h55
1.25e-05,0,0,0,h55
1.255e-05,0,0,1,h55
1.26e-05,0,0,1,h55
1.265e-05,0,0,1,h55
1.27e-05,0,0,1,h55
1.275e-05,0,0,1,h55
1.28e-05,0,0,1,h55
1.285e-05,0,0,1,h55
1.29e-05,0,0,1,h55
1.295e-05,0,0,1,h55
1.3e-05,0,0,1,h55
1.305e-05,0,1,0,h55
1.31e-05,0,1,0,h55
1.315e-05,0,1,0,h55
1.32e-05,0,1,0,h55
1.325e-05,0,1,0,h55
1.33e-05,0,1,0,h55
1.335e-05,0,1,0,h55
1.34e-05,0,1,0,h55
1.345e-05,0,1,0,h55
1.35e-05,0,1,0,h55
1.355e-05,0,1,1,h55
1.36e-05,0,1,1,h55
1.365e-05,0,1,1,h55
1.37e-05,0,1,1,h55
1.375e-05,0,1,1,h55
1.38e-05,0,1,1,h55
1.385e-05,0,1,1,h55
1.39e-05,0,1,1,h55
1.395e-05,0,1,1,h55
1.4e-05,0,1,1,h55
1.405e-05,0,0,0,h55
1.41e-05,0,0,0,h55
1.415e-05,0,0,0,h55
1.42e-05,0,0,0,h55
1.425e-05,0,0,0,h55
1.43e-05,0,0,0,h55
1.435e-05,0,0,0,h55
1.44e-05,0,0,0,h55
1.445e-05,0,0,0,h55
1.45e-05,0,0,0,h55
1.455e-05,0,0,1,h55
1.46e-05,0,0,1,h55
1.465e-05,0,0,1,h55
1.47e-05,0,0,1,h55
1.475e-05,0,0,1,h55
1.48e-05,0,0,1,h55
1.485e-05,0,0,1,h55
1.49e-05,0,0,1,h55
1.495e-05,0,0,1,h55
1.5e-05,0,0,1,h55
1.505e-05,0,1,0,h55
1.51e-05,0,1,0,h55
1.515e-05,0,1,0,h55
1.52e-05,0,1,0,h55
1.525e-05,0,1,0,h55
1.53e-05,0,1,0,h55
1.535e-05,0,1,0,h55
1.54e-05,0,1,0,h55
1.545e-05,0,1,0,h55
1.55e-05,0,1,0,h55
1.555e-05,0,1,1,h55
1.56e-05,0,1,1,h55
1.565e-05,0,1,1,h55
1.57e-05,0,1,1,h55
1.575e-05,0,1,1,h55
1.58e-05,0,1,1,h55
1.585e-05,0,1,1,h55
1.59e-05,0,1,1,h55
1.595e-05,0,1,1,h55
1.6e-05,0,1,1,h55
1.605e-05,0,0,0,h55
1.61e-05,0,0,0,h55
1.615e-05,0,0,0,h55
1.62e-05,0,0,0,h55
1.625e-05,0,0,0,h55
1.63e-05,0,0,0,h55
1.635e-05,0,0,0,h55
1.64e-05,0,0,0,h55
1.645e-05,0,0,0,h55
1.65e-05,0,0,0,h55
1.655e-05,0,0,1,h55
1.66e-05,0,0,1,h55
1.665e-05,0,0,1,h55
1.67e-05,0,0,1,h55
1.675e-05,0,0,1,h55
1.68e-05,0,0,1,h55
1.685e-05,0,0,1,h55
1.69e-05,0,0,1,h55
1.695e-05,0,0,1,h55
1.7e-05,0,0,1,h55
1.705e-05,0,1,0,h55
1.71e-05,0,1,0,h55
1.715e-05,0,1,0,h55
1.72e-05,0,1,0,h55
1.725e-05,0,1,0,h55
1.73e-05,0,1,0,h55
1.735e-05,0,1,0,h55
1.74e-05,0,1,0,h55
1.745e-05,0,1,0,h55
1.75e-05,0,1,0,h55
1.755e-05,0,1,1,h55
1.76e-05,0,1,1,h55
1.765e-05,0,1,1,h55
1.77e-05,0,1,1,h55
1.775e-05,0,1,1,h55
1.78e-05,0,1,1,h55
1.785e-05,0,1,1,h55
1.79e-05,0,1,1,h55
1.795e-05,0,1,1,h55
1.8e-05,0,1,1,h55
1.805e-05,0,0,0,h55
1.81e-05,0,0,0,h55
1.815e-05,0,0,0,h55
1.82e-05,0,0,0,h55
1.825e-05,0,0,0,h55
1.83e-05,0,0,0,h55
1.835e-05,0,0,0,h55
1.84e-05,0,0,0,h55
1.845e-05,0,0,0,h55
1.85e-05,0,0,0,h55
1.855e-05,0,0,0,h55
1.86e-05,0,0,0,h55
1.865e-05,0,0,0,h55
1.87e-05,0,0,0,h55
1.875e-05,0,0,0,h55
1.88e-05,0,0,0,h55
1.885e-05,0,0,0,h55
1.89e-05,0,0,0,h55
1.895e-05,0,0,0,h55
1.9e-05,0,0,0,h55
1.905e-05,0,0,1,h55
1.91e-05,0,0,1,h55
1.915e-05,0,0,1,h55
1.92e-05,0,0,1,h55
1.925e-05,0,0,1,h55
1.93e-05,0,0,1,h55
1.935e-05,0,0,1,h55
1.94e-05,0,0,1,h55
1.945e-05,0,0,1,h55
1.95e-05,0,0,1,h55
1.955e-05,0,1,0,h55
1.96e-05,0,1,0,h55
1.965e-05,0,1,0,h55
1.97e-05,0,1,0,h55
1.975e-05,0,1,0,h55
1.98e-05,0,1,0,h55
1.985e-05,0,1,0,h55
1.99e-05,0,1,0,h55
1.995e-05,0,1,0,h55
2e-05,0,1,0,h55
2.005e-05,0,1,1,h55
2.01e-05,0,1,1,h55
2.015e-05,0,1,1,h55
2.02e-05,0,1,1,h55
2.025e-05,0,1,1,h55
2.03e-05,0,1,1,h55
2.035e-05,0,1,1,h55
2.04e-05,0,1,1,h55
2.045e-05,0,1,1,h55
2.05e-05,0,1,1,h55
2.055e-05,0,0,0,h55
2.06e-05,0,0,0,h55
2.065e-05,0,0,0,h55
2.07e-05,0,0,0,h55
2.075e-05,0,0,0,h55
2.08e-05,0,0,0,h55
2.085e-05,0,0,0,h55
2.09e-05,0,0,0,h55
2.095e-05,0,0,0,h55
2.1e-05,0,0,0,h55
2.105e-05,0,0,1,h55
2.11e-05,0,0,1,h55
2.115e-05,0,0,1,h55
2.12e-05,0,0,1,h55
2.125e-05,0,0,1,h55
2.13e-05,0,0,1,h55
2.135e-05,0,0,1,h55
2.14e-05,0,0,1,h55
2.145e-05,0,0,1,h55
2.15e-05,0,0,1,h55
2.155e-05,0,1,0,h55
2.16e-05,0,1,0,h55
2.165e-05,0,1,0,h55
2.17e-05,0,1,0,h55
2.175e-05,0,1,0,h55
2.18e-05,0,1,0,h55
2.185e-05,0,1,0,h55
2.19e-05,0,1,0,h55
2.195e-05,0,1,0,h55
2.2e-05,0,1,0,h55
2.205e-05,0,1,1,h55
2.21e-05,0,1,1,h55
2.215e-05,0,1,1,h55
2.22e-05,0,1,1,h55
2.225e-05,0,1,1,h55
2.23e-05,0,1,1,h55
2.235e-05,0,1,1,h55
2.24e-05,0,1,1,h55
2.245e-05,0,1,1,h55
2.25e-05,0,1,1,h55
2.255e-05,0,0,0,h55
2.26e-05,0,0,0,h55
2.265e-05,0,0,0,h55
2.27e-05,0,0,0,h55
2.275e-05,0,0,0,h55
2.28e-05,0,0,0,h55
2.285e-05,0,0,0,h55
2.29e-05,0,0,0,h55
2.295e-05,0,0,0,h55
2.3e-05,0,0,0,h55
2.305e-05,0,0,1,h55
2.31e-05,0,0,1,h55
2.315e-05,0,0,1,h55
2.32e-05,0,0,1,h55
2.325e-05,0,0,1,h55
2.33e-05,0,0,1,h55
2.335e-05,0,0,1,h55
2.34e-05,0,0,1,h55
2.345e-05,0,0,1,h55
2.35e-05,0,0,1,h55
2.355e-05,0,1,0,h55
2.36e-05,0,1,0,h55
2.365e-05,0,1,0,h55
2.37e-05,0,1,0,h55
2.375e-05,0,1,0,h55
2.38e-05,0,1,0,h55
2.385e-05,0,1,0,h55
2.39e-05,0,1,0,h55
2.395e-05,0,1,0,h55
2.4e-05,0,1,0,h55
2.405e-05,0,1,1,h55
2.41e-05,0,1,1,h55
2.415e-05,0,1,1,h55
2.42e-05,0,1,1,h55
2.425e-05,0,1,1,h55
2.43e-05,0,1,1,h55
2.435e-05,0,1,1,h55
2.44e-05,0,1,1,h55
2.445e-05,0,1,1,h55
2.45e-05,0,1,1,h55
2.455e-05,0,0,0,h55
2.46e-05,0,0,0,h55
2.465e-05,0,0,0,h55
2.47e-05,0,0,0,h55
2.475e-05,0,0,0,h55
2.48e-05,0,0,0,h55
2.485e-05,0,0,0,h55
2.49e-05,0,0,0,h55
2.495e-05,0,0,0,h55
2.5e-05,0,0,0,h55
2.505e-05,0,0,1,h55
2.51e-05,0,0,1,h55
2.515e-05,0,0,1,h55
2.52e-05,0,0,1,h55
2.525e-05,0,0,1,h55
2.53e-05,0,0,1,h55
2.535e-05,0,0,1,h55
2.54e-05,0,0,1,h55
2.545e-05,0,0,1,h55
2.55e-05,0,0,1,h55
2.555e-05,0,1,0,h55
2.56e-05,0,1,0,h55
2.565e-05,0,1,0,h55
2.57e-05,0,1,0,h55
2.575e-05,0,1,0,h55
2.58e-05,0,1,0,h55
2.585e-05,0,1,0,h55
2.59e-05,0,1,0,h55
2.595e-05,0,1,0,h55
2.6e-05,0,1,0,h55
2.605e-05,0,1,1,h55
2.61e-05,0,1,1,h55
2.615e-05,0,1,1,h55
2.62e-05,0,1,1,h55
2.625e-05,0,1,1,h55
2.63e-05,0,1,1,h55
2.635e-05,0,1,1,h55
2.64e-05,0,1,1,h55
2.645e-05,0,1,1,h55
2.65e-05,0,1,1,h55
2.655e-05,0,0,0,h51
2.66e-05,0,0,0,h51
2.665e-05,0,0,0,h51
2.67e-05,0,0,0,h51
2.675e-05,0,0,0,h51
2.68e-05,0,0,0,h51
2.685e-05,0,0,0,h51
2.69e-05,0,0,0,h51
2.695e-05,0,0,0,h51
2.7e-05,0,0,0,h51
2.705e-05,0,0,0,h51
2.71e-05,0,0,0,h51
2.715e-05,0,0,0,h51
2.72e-05,0,0,0,h51
2.725e-05,0,0,0,h51
2.73e-05,0,0,0,h51
2.735e-05,0,0,0,h51
2.74e-05,0,0,0,h51
2.745e-05,0,0,0,h51
2.75e-05,0,0,0,h51
2.755e-05,0,0,1,h51
2.76e-05,0,0,1,h51
2.765e-05,0,0,1,h51
2.77e-05,0,0,1,h51
2.775e-05,0,0,1,h51
2.78e-05,0,0,1,h51
2.785e-05,0,0,1,h51
2.79e-05,0,0,1,h51
2.795e-05,0,0,1,h51
2.8e-05,0,0,1,h51
2.805e-05,0,1,0,h51
2.81e-05,0,1,0,h51
2.815e-05,0,1,0,h51
2.82e-05,0,1,0,h51
2.825e-05,0,1,0,h51
2.83e-05,0,1,0,h51
2.835e-05,0,1,0,h51
2.84e-05,0,1,0,h51
2.845e-05,0,1,0,h51
2.85e-05,0,1,0,h51
2.855e-05,0,1,1,h51
2.86e-05,0,1,1,h51
2.865e-05,0,1,1,h51
2.87e-05,0,1,1,h51
2.875e-05,0,1,1,h51
2.88e-05,0,1,1,h51
2.885e-05,0,1,1,h51
2.89e-05,0,1,1,h51
2.895e-05,0,1,1,h51
2.9e-05,0,1,1,h51
2.905e-05,0,0,0,h51
2.91e-05,0,0,0,h51
2.915e-05,0,0,0,h51
2.92e-05,0,0,0,h51
2.925e-05,0,0,0,h51
2.93e-05,0,0,0,h51
2.935e-05,0,0,0,h51
2.94e-05,0,0,0,h51
2.945e-05,0,0,0,h51
2.95e-05,0,0,0,h51
2.955e-05,0,0,1,h51
2.96e-05,0,0,1,h51
2.965e-05,0,0,1,h51
2.97e-05,0,0,1,h51
2.975e-05,0,0,1,h51
2.98e-05,0,0,1,h51
2.985e-05,0,0,1,h51
2.99e-05,0,0,1,h51
2.995e-05,0,0,1,h51
3e-05,0,0,1,h51
3.005e-05,0,1,0,h51
3.01e-05,0,1,0,h51
3.015e-05,0,1,0,h51
3.02e-05,0,1,0,h51
3.025e-05,0,1,0,h51
3.03e-05,0,1,0,h51
3.035e-05,0,1,0,h51
3.04e-05,0,1,0,h51
3.045e-05,0,1,0,h51
3.05e-05,0,1,0,h51
3.055e-05,0,1,1,h51
3.06e-05,0,1,1,h51
3.065e-05,0,1,1,h51
3.07e-05,0,1,1,h51
3.075e-05,0,1,1,h51
3.08e-05,0,1,1,h51
3.085e-05,0,1,1,h51
3.09e-05,0,1,1,h51
3.095e-05,0,1,1,h51
3.1e-05,0,1,1,h51
3.105e-05,0,0,0,h51
3.11e-05,0,0,0,h51
3.115e-05,0,0,0,h51
3.12e-05,0,0,0,h51
3.125e-05,0,0,0,h51
3.13e-05,0,0,0,h51
3.135e-05,0,0,0,h51
3.14e-05,0,0,0,h51
3.145e-05,0,0,0,h51
3.15e-05,0,0,0,h51
3.155e-05,0,0,1,h51
3.16e-05,0,0,1,h51
3.165e-05,0,0,1,h51
3.17e-05,0,0,1,h51
3.175e-05,0,0,1,h51
3.18e-05,0,0,1,h51
3.185e-05,0,0,1,h51
3.19e-05,0,0,1,h51
3.195e-05,0,0,1,h51
3.2e-05,0,0,1,h51
3.205e-05,0,0,0,h51
3.21e-05,0,0,0,h51
3.215e-05,0,0,0,h51
3.22e-05,0,0,0,h51
3.225e-05,0,0,0,h51
3.23e-05,0,0,0,h51
3.235e-05,0,0,0,h51
3.24e-05,0,0,0,h51
3.245e-05,0,0,0,h51
3.25e-05,0,0,0,h51
3.255e-05,0,0,1,h51
3.26e-05,0,0,1,h51
3.265e-05,0,0,1,h51
3.27e-05,0,0,1,h51
3.275e-05,0,0,1,h51
3.28e-05,0,0,1,h51
3.285e-05,0,0,1,h51
3.29e-05,0,0,1,h51
3.295e-05,0,0,1,h51
3.3e-05,0,0,1,h51
3.305e-05,0,0,0,h51
3.31e-05,0,0,0,h51
3.315e-05,0,0,0,h51
3.32e-05,0,0,0,h51
3.325e-05,0,0,0,h51
3.33e-05,0,0,0,h51
3.335e-05,0,0,0,h51
3.34e-05,0,0,0,h51
3.345e-05,0,0,0,h51
3.35e-05,0,0,0,h51
3.355e-05,0,0,1,h51
3.36e-05,0,0,1,h51
3.365e-05,0,0,1,h51
3.37e-05,0,0,1,h51
3.375e-05,0,0,1,h51
3.38e-05,0,0,1,h51
3.385e-05,0,0,1,h51
3.39e-05,0,0,1,h51
3.395e-05,0,0,1,h51
3.4e-05,0,0,1,h51
3.405e-05,0,1,0,h51
3.41e-05,0,1,0,h51
3.415e-05,0,1,0,h51
3.42e-05,0,1,0,h51
3.425e-05,0,1,0,h51
3.43e-05,0,1,0,h51
3.435e-05,0,1,0,h51
3.44e-05,0,1,0,h51
3.445e-05,0,1,0,h51
3.45e-05,0,1,0,h51
3.455e-05,0,1,1,h51
3.46e-05,0,1,1,h51
3.465e-05,0,1,1,h51
3.47e-05,0,1,1,h51
3.475e-05,0,1,1,h51
3.48e-05,0,1,1,h51
3.485e-05,0,1,1,h51
3.49e-05,0,1,1,h51
3.495e-05,0,1,1,h51
3.5e-05,0,1,1,h51
3.505e-05,0,1,0,X
3.51e-05,0,1,0,X
3.515e-05,0,1,0,X
3.52e-05,0,1,0,X
3.525e-05,0,1,0,X
3.53e-05,0,1,0,X
3.535e-05,0,1,0,X
3.54e-05,0,1,0,X
3.545e-05,0,1,0,X
3.55e-05,0,1,0,X
3.555e-05,0,1,0,X
3.56e-05,0,1,0,X
3.565e-05,0,1,0,X
3.57e-05,0,1,0,X
3.575e-05,0,1,0,X
3.58e-05,0,1,0,X
3.585e-05,0,1,0,X
3.59e-05,0,1,0,X
3.595e-05,0,1,0,X
3.6e-05,0,1,0,X
3.605e-05,0,1,0,X
3.61e-05,0,1,0,X
3.615e-05,0,1,0,X
3.62e-05,0,1,0,X
3.625e-05,1,1,0,X
3.63e-05,1,1,0,X
