out_port,frequency,LA0,LA1,LA2,LA3,LA4,LA5,LA6,LA7,LA8,LA9
1.000000,4000.000000,4000.790283,0.832258,0.838710,0.738710,0.738710,0.754839,0.780645,0.774194,0.758065,0.719355
1.000000,4200.000000,4200.793457,0.816129,0.838710,0.754839,0.725806,0.741935,0.800000,0.767742,0.745161,0.741935
1.000000,4400.000000,4400.787109,0.806452,0.861290,0.754839,0.680645,0.745161,0.809677,0.754839,0.745161,0.758065
1.000000,4600.000000,4600.774414,0.816129,0.867742,0.735484,0.687097,0.764516,0.800000,0.741935,0.754839,0.754839
1.000000,4800.000000,4800.774414,0.835484,0.858065,0.729032,0.729032,0.767742,0.780645,0.758065,0.770968,0.738710
1.000000,5000.000000,5000.787109,0.838710,0.838710,0.738710,0.738710,0.751613,0.777419,0.770968,0.764516,0.725806
1.000000,5200.000000,5200.793457,0.819355,0.835484,0.751613,0.725806,0.741935,0.800000,0.770968,0.748387,0.735484
1.000000,5400.000000,5400.790527,0.803226,0.858065,0.751613,0.683871,0.745161,0.809677,0.754839,0.738710,0.754839
1.000000,5600.000000,5600.770996,0.816129,0.867742,0.735484,0.683871,0.764516,0.800000,0.738710,0.754839,0.761290
1.000000,5800.000000,5800.770996,0.838710,0.861290,0.729032,0.732258,0.770968,0.780645,0.758065,0.770968,0.741935
1.000000,6000.000000,6000.787109,0.841935,0.848387,0.738710,0.738710,0.758065,0.780645,0.767742,0.764516,0.725806
2.000000,800.000000,0.793548,-799.170959,-799.164490,-799.241943,-799.270996,-799.254822,-799.203247,-799.229004,-799.254822,-799.267761
2.000000,1000.000000,0.793548,-999.193542,-999.151611,-999.248413,-999.316101,-999.261292,-999.190308,-999.241943,-999.261292,-999.251587
2.000000,1200.000000,0.777419,-1199.187134,-1199.129028,-1199.258057,-1199.316162,-1199.241943,-1199.196777,-1199.258057,-1199.251587,-1199.238770
2.000000,1400.000000,0.770968,-1399.171021,-1399.132202,-1399.270996,-1399.274170,-1399.229004,-1399.212891,-1399.248413,-1399.232300,-1399.258057
2.000000,1600.000000,0.777419,-1599.158081,-1599.151611,-1599.267700,-1599.261230,-1599.235474,-1599.225830,-1599.238770,-1599.235474,-1599.274170
2.000000,1800.000000,0.793548,-1799.171021,-1799.164551,-1799.248413,-1799.267700,-1799.258057,-1799.216187,-1799.225830,-1799.251587,-1799.274170
2.000000,2000.000000,0.793548,-1999.190308,-1999.154785,-1999.241943,-1999.277466,-1999.258057,-1999.196777,-1999.235474,-1999.258057,-1999.254883
2.000000,2200.000000,0.787097,-2199.193604,-2199.135498,-2199.248291,-2199.325928,-2199.251709,-2199.190430,-2199.254883,-2199.251709,-2199.238770
2.000000,2400.000000,0.774194,-2399.183838,-2399.129150,-2399.261230,-2399.312988,-2399.235596,-2399.199951,-2399.254883,-2399.241943,-2399.245117
2.000000,2600.000000,0.774194,-2599.161377,-2599.135498,-2599.267822,-2599.270996,-2599.232178,-2599.219238,-2599.245117,-2599.232178,-2599.258057
2.000000,2800.000000,0.780645,-2799.161377,-2799.154785,-2799.267822,-2799.261230,-2799.241943,-2799.219238,-2799.232178,-2799.235596,-2799.274170
2.000000,3000.000000,0.796774,-2999.170898,-2999.164551,-2999.248291,-2999.267822,-2999.254883,-2999.209717,-2999.225830,-2999.248291,-2999.274170
2.000000,3200.000000,0.793548,-3199.187012,-3199.154785,-3199.238770,-3199.277344,-3199.258057,-3199.196777,-3199.235596,-3199.258057,-3199.258057
2.000000,3400.000000,0.787097,-3399.193604,-3399.135498,-3399.248291,-3399.316162,-3399.254883,-3399.190430,-3399.251709,-3399.254883,-3399.238770
2.000000,3600.000000,0.770968,-3599.183838,-3599.132324,-3599.261230,-3599.312988,-3599.235596,-3599.199951,-3599.254883,-3599.241943,-3599.245117
2.000000,3800.000000,0.770968,-3799.167725,-3799.138672,-3799.270996,-3799.270996,-3799.232178,-3799.219238,-3799.245117,-3799.229004,-3799.258057
2.000000,4000.000000,0.787097,-3999.161377,-3999.154785,-3999.264404,-3999.261230,-3999.241943,-3999.222656,-3999.232178,-3999.235596,-3999.277344
2.000000,4200.000000,0.793548,-4199.170898,-4199.164551,-4199.251465,-4199.267578,-4199.254883,-4199.209473,-4199.229004,-4199.251465,-4199.274414
2.000000,4400.000000,0.796774,-4399.187012,-4399.151855,-4399.241699,-4399.283691,-4399.254883,-4399.193359,-4399.235352,-4399.258301,-4399.251465
2.000000,4600.000000,0.780645,-4599.196777,-4599.135254,-4599.248535,-4599.315918,-4599.248535,-4599.190430,-4599.251465,-4599.251465,-4599.241699
2.000000,4800.000000,0.770968,-4799.174316,-4799.132324,-4799.267578,-4799.283691,-4799.232422,-4799.206543,-4799.254883,-4799.238770,-4799.245117
2.000000,5000.000000,0.770968,-4999.161133,-4999.142090,-4999.270996,-4999.267578,-4999.232422,-4999.219238,-4999.238770,-4999.229004,-4999.261230
2.000000,5200.000000,0.787097,-5199.161133,-5199.161133,-5199.258301,-5199.261230,-5199.248535,-5199.222656,-5199.229004,-5199.235352,-5199.277344
2.000000,5400.000000,0.796774,-5399.170898,-5399.161133,-5399.241699,-5399.270996,-5399.258301,-5399.203125,-5399.229004,-5399.254883,-5399.267578
2.000000,5600.000000,0.796774,-5599.193359,-5599.151855,-5599.248535,-5599.312988,-5599.267578,-5599.190430,-5599.238770,-5599.261230,-5599.251465
2.000000,5800.000000,0.780645,-5799.193359,-5799.132324,-5799.251465,-5799.315918,-5799.248535,-5799.190430,-5799.251465,-5799.251465,-5799.241699
2.000000,6000.000000,0.767742,-5999.170898,-5999.132324,-5999.267578,-5999.277344,-5999.229004,-5999.203125,-5999.251465,-5999.235352,-5999.251465
3.000000,800.000000,0.777419,-799.161316,-799.145142,-799.270996,-799.267761,-799.235474,-799.222595,-799.238708,-799.229004,-799.270996
3.000000,1000.000000,0.783871,-999.164490,-999.161316,-999.258057,-999.261292,-999.248413,-999.219360,-999.229004,-999.241943,-999.277405
3.000000,1200.000000,0.793548,-1199.177368,-1199.164551,-1199.248413,-1199.270996,-1199.267700,-1199.206421,-1199.229004,-1199.254883,-1199.264526
3.000000,1400.000000,0.793548,-1399.196777,-1399.151611,-1399.245117,-1399.316162,-1399.267700,-1399.190308,-1399.241943,-1399.261230,-1399.245117
3.000000,1600.000000,0.780645,-1599.187134,-1599.129028,-1599.254883,-1599.319336,-1599.248413,-1599.193604,-1599.254883,-1599.251587,-1599.241943
3.000000,1800.000000,0.770968,-1799.171021,-1799.132202,-1799.267700,-1799.277466,-1799.232300,-1799.212891,-1799.251587,-1799.235474,-1799.251587
3.000000,2000.000000,0.777419,-1999.161255,-1999.145142,-1999.270996,-1999.267700,-1999.235474,-1999.222534,-1999.238770,-1999.229004,-1999.270996
3.000000,2200.000000,0.787097,-2199.161377,-2199.161377,-2199.258057,-2199.261230,-2199.248291,-2199.222656,-2199.229004,-2199.238770,-2199.274170
3.000000,2400.000000,0.787097,-2399.196777,-2399.141846,-2399.248291,-2399.322510,-2399.267822,-2399.193604,-2399.245117,-2399.258057,-2399.245117
3.000000,2600.000000,0.780645,-2599.180664,-2599.132324,-2599.261230,-2599.316162,-2599.241943,-2599.193604,-2599.254883,-2599.245117,-2599.241943
3.000000,2800.000000,0.770968,-2799.167725,-2799.138672,-2799.270996,-2799.274170,-2799.232178,-2799.219238,-2799.245117,-2799.229004,-2799.258057
3.000000,3000.000000,0.780645,-2999.161377,-2999.151611,-2999.261230,-2999.261230,-2999.241943,-2999.222656,-2999.232178,-2999.235596,-2999.274170
3.000000,3200.000000,0.793548,-3199.167725,-3199.164551,-3199.251709,-3199.267822,-3199.258057,-3199.212891,-3199.229004,-3199.251709,-3199.267822
3.000000,3400.000000,0.793548,-3399.187012,-3399.151611,-3399.241943,-3399.283936,-3399.258057,-3399.190430,-3399.235596,-3399.258057,-3399.251709
3.000000,3600.000000,0.780645,-3599.196777,-3599.138672,-3599.258057,-3599.316162,-3599.248291,-3599.193604,-3599.251709,-3599.248291,-3599.241943
3.000000,3800.000000,0.764516,-3799.170898,-3799.132324,-3799.267822,-3799.277344,-3799.225830,-3799.203125,-3799.251709,-3799.232178,-3799.251709
3.000000,4000.000000,0.780645,-3999.161377,-3999.141846,-3999.267822,-3999.267822,-3999.238770,-3999.222656,-3999.235596,-3999.229004,-3999.270996
3.000000,4200.000000,0.787097,-4199.161133,-4199.164551,-4199.251465,-4199.261230,-4199.251465,-4199.212891,-4199.229004,-4199.245117,-4199.261230
3.000000,4400.000000,0.793548,-4399.184082,-4399.161133,-4399.245117,-4399.277344,-4399.267578,-4399.200195,-4399.232422,-4399.254883,-4399.258301
3.000000,4600.000000,0.783871,-4599.193359,-4599.142090,-4599.248535,-4599.319336,-4599.254883,-4599.190430,-4599.245117,-4599.254883,-4599.241699
3.000000,4800.000000,0.770968,-4799.184082,-4799.132324,-4799.261230,-4799.312988,-4799.235352,-4799.203125,-4799.251465,-4799.241699,-4799.241699
3.000000,5000.000000,0.770968,-4999.167969,-4999.142090,-4999.270996,-4999.270996,-4999.232422,-4999.222656,-4999.245117,-4999.229004,-4999.258301
3.000000,5200.000000,0.783871,-5199.161133,-5199.158203,-5199.261230,-5199.261230,-5199.248535,-5199.219238,-5199.229004,-5199.235352,-5199.280762
3.000000,5400.000000,0.796774,-5399.177246,-5399.167969,-5399.245117,-5399.270996,-5399.258301,-5399.206543,-5399.229004,-5399.254883,-5399.270996
3.000000,5600.000000,0.790323,-5599.193359,-5599.145020,-5599.245117,-5599.315918,-5599.267578,-5599.196777,-5599.241699,-5599.258301,-5599.245117
3.000000,5800.000000,0.777419,-5799.187012,-5799.132324,-5799.258301,-5799.319336,-5799.241699,-5799.193359,-5799.254883,-5799.251465,-5799.238770
3.000000,6000.000000,0.770968,-5999.167969,-5999.132324,-5999.267578,-5999.280762,-5999.232422,-5999.212891,-5999.251465,-5999.235352,-5999.258301
4.000000,800.000000,0.780645,-799.158081,-799.151611,-799.267761,-799.261292,-799.241943,-799.225830,-799.235474,-799.229004,-799.274170
4.000000,1000.000000,0.796774,-999.170959,-999.164490,-999.248413,-999.264526,-999.258057,-999.212891,-999.229004,-999.245178,-999.274170
4.000000,1200.000000,0.793548,-1199.187134,-1199.151611,-1199.245117,-1199.277466,-1199.258057,-1199.190308,-1199.235474,-1199.258057,-1199.258057
4.000000,1400.000000,0.780645,-1399.193604,-1399.135498,-1399.251587,-1399.316162,-1399.254883,-1399.187134,-1399.251587,-1399.254883,-1399.241943
4.000000,1600.000000,0.770968,-1599.177368,-1599.132202,-1599.267700,-1599.283813,-1599.232300,-1599.203247,-1599.251587,-1599.235474,-1599.245117
4.000000,1800.000000,0.777419,-1799.161255,-1799.145142,-1799.270996,-1799.267700,-1799.235474,-1799.222534,-1799.238770,-1799.229004,-1799.264526
4.000000,2000.000000,0.787097,-1999.164551,-1999.158081,-1999.261230,-1999.261230,-1999.245117,-1999.219360,-1999.225830,-1999.241943,-1999.274170
4.000000,2200.000000,0.793548,-2199.177490,-2199.161377,-2199.248291,-2199.274170,-2199.261230,-2199.199951,-2199.232178,-2199.254883,-2199.258057
4.000000,2400.000000,0.790323,-2399.193604,-2399.145264,-2399.248291,-2399.316162,-2399.258057,-2399.190430,-2399.245117,-2399.254883,-2399.241943
4.000000,2600.000000,0.770968,-2599.180664,-2599.132324,-2599.264404,-2599.319336,-2599.241943,-2599.199951,-2599.251709,-2599.245117,-2599.241943
4.000000,2800.000000,0.767742,-2799.167725,-2799.141846,-2799.270996,-2799.270996,-2799.232178,-2799.222656,-2799.245117,-2799.232178,-2799.264404
4.000000,3000.000000,0.783871,-2999.154785,-2999.151611,-2999.264404,-2999.261230,-2999.241943,-2999.222656,-2999.232178,-2999.232178,-2999.274170
4.000000,3200.000000,0.793548,-3199.177490,-3199.164551,-3199.245117,-3199.270996,-3199.267822,-3199.212891,-3199.232178,-3199.251709,-3199.264404
4.000000,3400.000000,0.793548,-3399.196777,-3399.151611,-3399.248291,-3399.316162,-3399.258057,-3399.193604,-3399.241943,-3399.267822,-3399.254883
4.000000,3600.000000,0.777419,-3599.190430,-3599.132324,-3599.258057,-3599.316162,-3599.245117,-3599.193604,-3599.254883,-3599.245117,-3599.241943
4.000000,3800.000000,0.770968,-3799.170898,-3799.132324,-3799.270996,-3799.274170,-3799.229004,-3799.209717,-3799.245117,-3799.229004,-3799.251709
4.000000,4000.000000,0.783871,-3999.161377,-3999.151611,-3999.261230,-3999.258057,-3999.241943,-3999.219238,-3999.235596,-3999.232178,-3999.274170
4.000000,4200.000000,0.767742,-4199.170898,-4199.132324,-4199.270996,-4199.280762,-4199.232422,-4199.209473,-4199.254883,-4199.232422,-4199.251465
4.000000,4400.000000,0.777419,-4399.158203,-4399.142090,-4399.267578,-4399.267578,-4399.235352,-4399.222656,-4399.235352,-4399.229004,-4399.270996
4.000000,4600.000000,0.790323,-4599.161133,-4599.161133,-4599.251465,-4599.261230,-4599.254883,-4599.206543,-4599.225586,-4599.245117,-4599.280762
4.000000,4800.000000,0.793548,-4799.180664,-4799.158203,-4799.241699,-4799.277344,-4799.264648,-4799.200195,-4799.232422,-4799.254883,-4799.258301
4.000000,5000.000000,0.783871,-4999.193359,-4999.142090,-4999.248535,-4999.319336,-4999.258301,-4999.190430,-4999.245117,-4999.254883,-4999.238770
4.000000,5200.000000,0.770968,-5199.184082,-5199.132324,-5199.261230,-5199.312988,-5199.235352,-5199.203125,-5199.251465,-5199.241699,-5199.245117
4.000000,5400.000000,0.774194,-5399.164551,-5399.142090,-5399.270996,-5399.270996,-5399.232422,-5399.219238,-5399.241699,-5399.229004,-5399.258301
4.000000,5600.000000,0.783871,-5599.161133,-5599.158203,-5599.261230,-5599.261230,-5599.245117,-5599.222656,-5599.229004,-5599.238770,-5599.277344
4.000000,5800.000000,0.793548,-5799.177246,-5799.161133,-5799.245117,-5799.270996,-5799.254883,-5799.203125,-5799.229004,-5799.254883,-5799.264648
4.000000,6000.000000,0.790323,-5999.196777,-5999.142090,-5999.241699,-5999.315918,-5999.258301,-5999.190430,-5999.245117,-5999.258301,-5999.245117
5.000000,800.000000,0.777419,-799.180664,-799.135498,-799.261292,-799.316101,-799.241943,-799.193542,-799.251587,-799.245178,-799.238708
5.000000,1000.000000,0.774194,-999.164490,-999.135498,-999.270996,-999.274170,-999.232239,-999.219360,-999.245178,-999.229004,-999.258057
5.000000,1200.000000,0.780645,-1199.158081,-1199.154785,-1199.261230,-1199.261230,-1199.241943,-1199.225830,-1199.232300,-1199.235474,-1199.274170
5.000000,1400.000000,0.793548,-1399.171021,-1399.167725,-1399.248413,-1399.267700,-1399.254883,-1399.203247,-1399.225830,-1399.251587,-1399.274170
5.000000,1600.000000,0.793548,-1599.193604,-1599.148437,-1599.245117,-1599.312866,-1599.267700,-1599.193604,-1599.241943,-1599.258057,-1599.251587
5.000000,1800.000000,0.777419,-1799.187134,-1799.129028,-1799.254883,-1799.316162,-1799.245117,-1799.190308,-1799.251587,-1799.251587,-1799.241943
5.000000,2000.000000,0.767742,-1999.171021,-1999.132202,-1999.267700,-1999.277466,-1999.232300,-1999.212891,-1999.251587,-1999.235474,-1999.251587
5.000000,2200.000000,0.780645,-2199.157959,-2199.148438,-2199.267822,-2199.261230,-2199.235596,-2199.225830,-2199.235596,-2199.229004,-2199.267822
5.000000,2400.000000,0.793548,-2399.170898,-2399.164551,-2399.248291,-2399.267822,-2399.258057,-2399.216064,-2399.225830,-2399.245117,-2399.274170
5.000000,2600.000000,0.793548,-2599.187012,-2599.151611,-2599.238770,-2599.277344,-2599.258057,-2599.196777,-2599.238770,-2599.258057,-2599.258057
5.000000,2800.000000,0.774194,-2799.177490,-2799.132324,-2799.261230,-2799.312988,-2799.235596,-2799.199951,-2799.251709,-2799.238770,-2799.241943
5.000000,3000.000000,0.770968,-2999.164551,-2999.141846,-2999.270996,-2999.270996,-2999.232178,-2999.219238,-2999.245117,-2999.229004,-2999.261230
5.000000,3200.000000,0.787097,-3199.157959,-3199.151611,-3199.261230,-3199.261230,-3199.241943,-3199.222656,-3199.232178,-3199.235596,-3199.274170
5.000000,3400.000000,0.793548,-3399.170898,-3399.164551,-3399.245117,-3399.270996,-3399.254883,-3399.203125,-3399.229004,-3399.251709,-3399.267822
5.000000,3600.000000,0.796774,-3599.193604,-3599.148438,-3599.245117,-3599.312988,-3599.267822,-3599.190430,-3599.238770,-3599.258057,-3599.251709
5.000000,3800.000000,0.783871,-3799.187012,-3799.132324,-3799.251709,-3799.316162,-3799.245117,-3799.190430,-3799.251709,-3799.251709,-3799.241943
5.000000,4000.000000,0.770968,-3999.174072,-3999.132324,-3999.270996,-3999.280762,-3999.232178,-3999.209717,-3999.254883,-3999.235596,-3999.248291
5.000000,4200.000000,0.777419,-4199.158203,-4199.142090,-4199.267578,-4199.261230,-4199.235352,-4199.219238,-4199.238770,-4199.229004,-4199.270996
5.000000,4400.000000,0.787097,-4399.161133,-4399.164551,-4399.251465,-4399.261230,-4399.254883,-4399.216309,-4399.229004,-4399.245117,-4399.274414
5.000000,4600.000000,0.793548,-4599.180664,-4599.158203,-4599.241699,-4599.280762,-4599.261230,-4599.196777,-4599.232422,-4599.258301,-4599.258301
5.000000,4800.000000,0.783871,-4799.193359,-4799.145020,-4799.248535,-4799.315918,-4799.254883,-4799.190430,-4799.245117,-4799.254883,-4799.241699
5.000000,5000.000000,0.770968,-4999.184082,-4999.132324,-4999.261230,-4999.319336,-4999.235352,-4999.200195,-4999.254883,-4999.241699,-4999.241699
5.000000,5200.000000,0.774194,-5199.164551,-5199.138672,-5199.270996,-5199.267578,-5199.232422,-5199.222656,-5199.245117,-5199.229004,-5199.261230
5.000000,5400.000000,0.787097,-5399.158203,-5399.151855,-5399.264648,-5399.261230,-5399.245117,-5399.219238,-5399.229004,-5399.238770,-5399.274414
5.000000,5600.000000,0.793548,-5599.180664,-5599.164551,-5599.248535,-5599.274414,-5599.264648,-5599.203125,-5599.225586,-5599.251465,-5599.264648
5.000000,5800.000000,0.793548,-5799.190430,-5799.148438,-5799.248535,-5799.315918,-5799.267578,-5799.190430,-5799.241699,-5799.261230,-5799.251465
5.000000,6000.000000,0.777419,-5999.190430,-5999.132324,-5999.258301,-5999.319336,-5999.248535,-5999.196777,-5999.254883,-5999.251465,-5999.241699
6.000000,800.000000,0.767742,-799.170959,-799.135498,-799.267761,-799.277405,-799.229004,-799.216125,-799.251587,-799.232239,-799.251587
6.000000,1000.000000,0.777419,-999.158081,-999.148376,-999.267761,-999.261292,-999.238708,-999.225830,-999.235474,-999.229004,-999.274170
6.000000,1200.000000,0.793548,-1199.164551,-1199.164551,-1199.251587,-1199.264526,-1199.254883,-1199.216187,-1199.225830,-1199.241943,-1199.274170
6.000000,1400.000000,0.793548,-1399.180664,-1399.158081,-1399.245117,-1399.277466,-1399.258057,-1399.193604,-1399.235474,-1399.261230,-1399.258057
6.000000,1600.000000,0.783871,-1599.193604,-1599.138672,-1599.248413,-1599.316162,-1599.251587,-1599.190308,-1599.245117,-1599.258057,-1599.238770
6.000000,1800.000000,0.770968,-1799.183838,-1799.129028,-1799.261230,-1799.290283,-1799.232300,-1799.199951,-1799.254883,-1799.241943,-1799.245117
6.000000,2000.000000,0.774194,-1999.164551,-1999.141968,-1999.270996,-1999.270996,-1999.232300,-1999.219360,-1999.241943,-1999.229004,-1999.264526
6.000000,2200.000000,0.783871,-2199.161377,-2199.157959,-2199.261230,-2199.261230,-2199.245117,-2199.225830,-2199.229004,-2199.235596,-2199.277344
6.000000,2400.000000,0.793548,-2399.170898,-2399.164551,-2399.245117,-2399.270996,-2399.258057,-2399.203125,-2399.229004,-2399.251709,-2399.264404
6.000000,2600.000000,0.793548,-2599.193604,-2599.151611,-2599.248291,-2599.312988,-2599.261230,-2599.190430,-2599.241943,-2599.258057,-2599.251709
6.000000,2800.000000,0.777419,-2799.187012,-2799.132324,-2799.254883,-2799.316162,-2799.245117,-2799.190430,-2799.251709,-2799.251709,-2799.241943
6.000000,3000.000000,0.767742,-2999.167725,-2999.132324,-2999.270996,-2999.274170,-2999.229004,-2999.212891,-2999.245117,-2999.235596,-2999.258057
6.000000,3200.000000,0.777419,-3199.157959,-3199.151611,-3199.267822,-3199.261230,-3199.235596,-3199.222656,-3199.235596,-3199.238770,-3199.274170
6.000000,3400.000000,0.793548,-3399.167725,-3399.164551,-3399.248291,-3399.267822,-3399.258057,-3399.216064,-3399.229004,-3399.245117,-3399.251709
6.000000,3600.000000,0.800000,-3599.187012,-3599.157959,-3599.241943,-3599.277344,-3599.258057,-3599.196777,-3599.232178,-3599.258057,-3599.254883
6.000000,3800.000000,0.787097,-3799.196777,-3799.138672,-3799.248291,-3799.319336,-3799.254883,-3799.190430,-3799.248291,-3799.258057,-3799.241943
6.000000,4000.000000,0.770968,-3999.177490,-3999.132324,-3999.267822,-3999.283936,-3999.232178,-3999.206543,-3999.251709,-3999.238770,-3999.248291
6.000000,4200.000000,0.770968,-4199.161133,-4199.142090,-4199.270996,-4199.267578,-4199.229004,-4199.222656,-4199.238770,-4199.229004,-4199.261230
6.000000,4400.000000,0.787097,-4399.161133,-4399.158203,-4399.258301,-4399.261230,-4399.248535,-4399.222656,-4399.225586,-4399.241699,-4399.274414
6.000000,4600.000000,0.800000,-4599.180664,-4599.161133,-4599.248535,-4599.274414,-4599.258301,-4599.203125,-4599.229004,-4599.258301,-4599.264648
6.000000,4800.000000,0.790323,-4799.196777,-4799.145020,-4799.245117,-4799.315918,-4799.254883,-4799.190430,-4799.245117,-4799.258301,-4799.245117
6.000000,5000.000000,0.777419,-4999.180664,-4999.132324,-4999.261230,-4999.315918,-4999.241699,-4999.193359,-4999.254883,-4999.245117,-4999.241699
6.000000,5200.000000,0.770968,-5199.167969,-5199.138672,-5199.274414,-5199.274414,-5199.232422,-5199.216309,-5199.245117,-5199.229004,-5199.258301
6.000000,5400.000000,0.780645,-5399.161133,-5399.151855,-5399.261230,-5399.261230,-5399.241699,-5399.222656,-5399.232422,-5399.235352,-5399.274414
6.000000,5600.000000,0.796774,-5599.170898,-5599.164551,-5599.248535,-5599.267578,-5599.261230,-5599.209473,-5599.225586,-5599.251465,-5599.274414
6.000000,5800.000000,0.796774,-5799.187012,-5799.151855,-5799.241699,-5799.283691,-5799.258301,-5799.190430,-5799.235352,-5799.258301,-5799.251465
6.000000,6000.000000,0.780645,-5999.196777,-5999.138672,-5999.254883,-5999.322754,-5999.248535,-5999.193359,-5999.254883,-5999.254883,-5999.241699
